,Discipline,Event,Event gender,Medal,NOC,Sport,Year
1515,Cycling BMX,individual,W,Gold,COL,Cycling,2012
1516,Cycling BMX,individual,W,Silver,NZL,Cycling,2012
1517,Cycling Road,individual road race,M,Bronze,NOR,Cycling,2012
1518,Cycling Road,individual road race,M,Gold,KAZ,Cycling,2012
1519,Cycling Road,individual road race,M,Silver,COL,Cycling,2012
1520,Cycling Road,individual road race,W,Bronze,RUS,Cycling,2012
1521,Cycling Road,individual road race,W,Gold,NED,Cycling,2012
1522,Cycling Road,individual road race,W,Silver,GBR,Cycling,2012
1523,Cycling Road,time trial,M,Bronze,GBR,Cycling,2012
1524,Cycling Road,time trial,M,Gold,GBR,Cycling,2012
1525,Cycling Road,time trial,M,Silver,GER,Cycling,2012
1526,Cycling Road,time trial,W,Bronze,RUS,Cycling,2012
1527,Cycling Road,time trial,W,Gold,USA,Cycling,2012
1528,Cycling Road,time trial,W,Silver,GER,Cycling,2012
1529,Cycling Track,Keirin,M,Bronze,NED,Cycling,2012
1530,Cycling Track,Keirin,M,Bronze,NZL,Cycling,2012
1531,Cycling Track,Keirin,M,Gold,GBR,Cycling,2012
1532,Cycling Track,Keirin,M,Silver,GER,Cycling,2012
1533,Cycling Track,Kerin,W,Bronze,HKG,Cycling,2012
1534,Cycling Track,Kerin,W,Gold,GBR,Cycling,2012
1535,Cycling Track,Kerin,W,Silver,CHN,Cycling,2012
1536,Cycling Track,Omnium,M,Bronze,GBR,Cycling,2012
1537,Cycling Track,Omnium,M,Gold,DEN,Cycling,2012
1538,Cycling Track,Omnium,M,Silver,FRA,Cycling,2012
1539,Cycling Track,Omnium,W,Bronze,AUS,Cycling,2012
1540,Cycling Track,Omnium,W,Gold,GBR,Cycling,2012
1541,Cycling Track,Omnium,W,Silver,USA,Cycling,2012
1542,Cycling Track,sprint,W,Bronze,CHN,Cycling,2012
1543,Cycling Track,sprint,W,Gold,AUS,Cycling,2012
1544,Cycling Track,sprint,W,Silver,GBR,Cycling,2012
1545,Cycling Track,Sprint individual,M,Bronze,AUS,Cycling,2012
1546,Cycling Track,Sprint individual,M,Gold,GBR,Cycling,2012
1547,Cycling Track,Sprint individual,M,Silver,FRA,Cycling,2012
1548,Cycling Track,Team Pursuit,M,Bronze,NZL,Cycling,2012
1549,Cycling Track,Team Pursuit,M,Gold,GBR,Cycling,2012
1550,Cycling Track,Team Pursuit,M,Silver,AUS,Cycling,2012
1551,Cycling Track,Team Pursuit,W,Bronze,CAN,Cycling,2012
1552,Cycling Track,Team Pursuit,W,Gold,GBR,Cycling,2012
1553,Cycling Track,Team Pursuit,W,Silver,USA,Cycling,2012
1554,Cycling Track,Team Sprint,M,Bronze,GER,Cycling,2012
1555,Cycling Track,Team Sprint,M,Gold,GBR,Cycling,2012
1556,Cycling Track,Team Sprint,M,Silver,FRA,Cycling,2012
1557,Cycling Track,Team Sprint,W,Bronze,AUS,Cycling,2012
1558,Cycling Track,Team Sprint,W,Gold,GER,Cycling,2012
1559,Cycling Track,Team Sprint,W,Silver,CHN,Cycling,2012
1560,Mountain Bike,cross-country,M,Bronze,ITA,Cycling,2012
1561,Mountain Bike,cross-country,M,Gold,CZE,Cycling,2012
1562,Mountain Bike,cross-country,M,Silver,SUI,Cycling,2012
1563,Mountain Bike,cross-country,W,Bronze,USA,Cycling,2012
1564,Mountain Bike,cross-country,W,Gold,FRA,Cycling,2012
1565,Mountain Bike,cross-country,W,Silver,GER,Cycling,2012
1566,Equestrian,Dressage Individual,Mixed,Bronze,GBR,Equestrian,2012
1567,Equestrian,Dressage Individual,Mixed,Gold,GBR,Equestrian,2012
1568,Equestrian,Dressage Individual,Mixed,Silver,NED,Equestrian,2012
1569,Equestrian,Dressage Team,Mixed,Bronze,NED,Equestrian,2012
1570,Equestrian,Dressage Team,Mixed,Gold,GBR,Equestrian,2012
1571,Equestrian,Dressage Team,Mixed,Silver,GER,Equestrian,2012
1572,Equestrian,Eventing Individual,Mixed,Bronze,GER,Equestrian,2012
1573,Equestrian,Eventing Individual,Mixed,Gold,GER,Equestrian,2012
1574,Equestrian,Eventing Individual,Mixed,Silver,SWE,Equestrian,2012
1575,Equestrian,Eventing Team,Mixed,Bronze,NZL,Equestrian,2012
1576,Equestrian,Eventing Team,Mixed,Gold,GER,Equestrian,2012
1577,Equestrian,Eventing Team,Mixed,Silver,GBR,Equestrian,2012
1578,Equestrian,Jumping Individual,Mixed,Bronze,IRL,Equestrian,2012
1579,Equestrian,Jumping Individual,Mixed,Gold,SUI,Equestrian,2012
1580,Equestrian,Jumping Individual,Mixed,Silver,NED,Equestrian,2012
1581,Equestrian,Jumping Team,Mixed,Bronze,KSA,Equestrian,2012
1582,Equestrian,Jumping Team,Mixed,Gold,GBR,Equestrian,2012
1583,Equestrian,Jumping Team,Mixed,Silver,NED,Equestrian,2012
1584,Fencing,_p_e individual,M,Bronze,KOR,Fencing,2012
1585,Fencing,_p_e individual,M,Gold,VEN,Fencing,2012
1586,Fencing,_p_e individual,M,Silver,NOR,Fencing,2012
1587,Fencing,_p_e individual,W,Bronze,CHN,Fencing,2012
1588,Fencing,_p_e individual,W,Gold,UKR,Fencing,2012
1589,Fencing,_p_e individual,W,Silver,GER,Fencing,2012
1590,Fencing,_p_e team,W,Bronze,USA,Fencing,2012
1591,Fencing,_p_e team,W,Gold,CHN,Fencing,2012
1592,Fencing,_p_e team,W,Silver,KOR,Fencing,2012
1593,Fencing,foil individual,M,Bronze,KOR,Fencing,2012
1594,Fencing,foil individual,M,Gold,CHN,Fencing,2012
1595,Fencing,foil individual,M,Silver,EGY,Fencing,2012
1596,Fencing,foil individual,W,Bronze,ITA,Fencing,2012
1597,Fencing,foil individual,W,Gold,ITA,Fencing,2012
1598,Fencing,foil individual,W,Silver,ITA,Fencing,2012
1599,Fencing,foil team,M,Bronze,GER,Fencing,2012
1600,Fencing,foil team,M,Gold,ITA,Fencing,2012
1601,Fencing,foil team,M,Silver,JPN,Fencing,2012
1602,Fencing,foil team,W,Bronze,KOR,Fencing,2012
1603,Fencing,foil team,W,Gold,ITA,Fencing,2012
1604,Fencing,foil team,W,Silver,RUS,Fencing,2012
1605,Fencing,sabre individual,M,Bronze,RUS,Fencing,2012
1606,Fencing,sabre individual,M,Gold,HUN,Fencing,2012
1607,Fencing,sabre individual,M,Silver,ITA,Fencing,2012
1608,Fencing,sabre individual,W,Bronze,UKR,Fencing,2012
1609,Fencing,sabre individual,W,Gold,KOR,Fencing,2012
1610,Fencing,sabre individual,W,Silver,RUS,Fencing,2012
1611,Fencing,sabre team,M,Bronze,ITA,Fencing,2012
1612,Fencing,sabre team,M,Gold,KOR,Fencing,2012
1613,Fencing,sabre team,M,Silver,ROU,Fencing,2012
1614,Football,football,M,Bronze,KOR,Football,2012
1615,Football,football,M,Gold,MEX,Football,2012
1616,Football,football,M,Silver,BRA,Football,2012
1617,Football,football,W,Bronze,CAN,Football,2012
1618,Football,football,W,Gold,USA,Football,2012
1619,Football,football,W,Silver,JPN,Football,2012
1620,Artistic Gymnastics,beam,W,Bronze,USA,Gymnastics,2012
1621,Artistic Gymnastics,beam,W,Gold,CHN,Gymnastics,2012
1622,Artistic Gymnastics,beam,W,Silver,CHN,Gymnastics,2012
1623,Artistic Gymnastics,floor exercises,M,Bronze,RUS,Gymnastics,2012
1624,Artistic Gymnastics,floor exercises,M,Gold,CHN,Gymnastics,2012
1625,Artistic Gymnastics,floor exercises,M,Silver,JPN,Gymnastics,2012
1626,Artistic Gymnastics,floor exercises,W,Bronze,RUS,Gymnastics,2012
1627,Artistic Gymnastics,floor exercises,W,Gold,USA,Gymnastics,2012
1628,Artistic Gymnastics,floor exercises,W,Silver,ROU,Gymnastics,2012
1629,Artistic Gymnastics,horizontal bar,M,Bronze,CHN,Gymnastics,2012
1630,Artistic Gymnastics,horizontal bar,M,Gold,NED,Gymnastics,2012
1631,Artistic Gymnastics,horizontal bar,M,Silver,GER,Gymnastics,2012
1632,Artistic Gymnastics,individual all-round,W,Bronze,RUS,Gymnastics,2012
1633,Artistic Gymnastics,individual all-round,W,Gold,USA,Gymnastics,2012
1634,Artistic Gymnastics,individual all-round,W,Silver,RUS,Gymnastics,2012
1635,Artistic Gymnastics,individual all-round,M,Bronze,USA,Gymnastics,2012
1636,Artistic Gymnastics,individual all-round,M,Gold,JPN,Gymnastics,2012
1637,Artistic Gymnastics,individual all-round,M,Silver,GER,Gymnastics,2012
1638,Artistic Gymnastics,parallel bars,M,Bronze,FRA,Gymnastics,2012
1639,Artistic Gymnastics,parallel bars,M,Gold,CHN,Gymnastics,2012
1640,Artistic Gymnastics,parallel bars,M,Silver,GER,Gymnastics,2012
1641,Artistic Gymnastics,pommel horse,M,Bronze,GBR,Gymnastics,2012
1642,Artistic Gymnastics,pommel horse,M,Gold,HUN,Gymnastics,2012
1643,Artistic Gymnastics,pommel horse,M,Silver,GBR,Gymnastics,2012
1644,Artistic Gymnastics,rings,M,Bronze,ITA,Gymnastics,2012
1645,Artistic Gymnastics,rings,M,Gold,BRA,Gymnastics,2012
1646,Artistic Gymnastics,rings,M,Silver,CHN,Gymnastics,2012
1647,Artistic Gymnastics,team competition,M,Bronze,GBR,Gymnastics,2012
1648,Artistic Gymnastics,team competition,M,Gold,CHN,Gymnastics,2012
1649,Artistic Gymnastics,team competition,M,Silver,JPN,Gymnastics,2012
1650,Artistic Gymnastics,team competition,W,Bronze,ROU,Gymnastics,2012
1651,Artistic Gymnastics,team competition,W,Gold,USA,Gymnastics,2012
1652,Artistic Gymnastics,team competition,W,Silver,RUS,Gymnastics,2012
1653,Artistic Gymnastics,uneven bars,W,Bronze,GBR,Gymnastics,2012
1654,Artistic Gymnastics,uneven bars,W,Gold,RUS,Gymnastics,2012
1655,Artistic Gymnastics,uneven bars,W,Silver,CHN,Gymnastics,2012
1656,Artistic Gymnastics,vault,M,Gold,KOR,Gymnastics,2012
1657,Artistic Gymnastics,vault,M,Silver,RUS,Gymnastics,2012
1658,Artistic Gymnastics,vault,M,Bronze,UKR,Gymnastics,2012
1659,Artistic Gymnastics,vault,W,Bronze,RUS,Gymnastics,2012
1660,Artistic Gymnastics,vault,W,Gold,ROU,Gymnastics,2012
1661,Artistic Gymnastics,vault,W,Silver,USA,Gymnastics,2012
1662,Rhythmic Gymnastics,group competition,W,Bronze,ITA,Gymnastics,2012
1663,Rhythmic Gymnastics,group competition,W,Gold,RUS,Gymnastics,2012
1664,Rhythmic Gymnastics,group competition,W,Silver,BLR,Gymnastics,2012
1665,Rhythmic Gymnastics,individual all-round,W,Bronze,BLR,Gymnastics,2012
1666,Rhythmic Gymnastics,individual all-round,W,Gold,RUS,Gymnastics,2012
1667,Rhythmic Gymnastics,individual all-round,W,Silver,RUS,Gymnastics,2012
1668,Trampoline,individual,M,Bronze,CHN,Gymnastics,2012
1669,Trampoline,individual,M,Gold,CHN,Gymnastics,2012
1670,Trampoline,individual,M,Silver,RUS,Gymnastics,2012
1671,Trampoline,individual,W,Bronze,CHN,Gymnastics,2012
1672,Trampoline,individual,W,Gold,CAN,Gymnastics,2012
1673,Trampoline,individual,W,Silver,CHN,Gymnastics,2012
1674,Handball,handball,M,Bronze,CRO,Handball,2012
1675,Handball,handball,M,Gold,FRA,Handball,2012
1676,Handball,handball,M,Silver,SWE,Handball,2012
1677,Handball,handball,W,Bronze,ESP,Handball,2012
1678,Handball,handball,W,Gold,NOR,Handball,2012
1679,Handball,handball,W,Silver,MNE,Handball,2012
1680,Hockey,hockey,M,Bronze,AUS,Hockey,2012
1681,Hockey,hockey,M,Gold,GER,Hockey,2012
1682,Hockey,hockey,M,Silver,NED,Hockey,2012
1683,Hockey,hockey,W,Bronze,GBR,Hockey,2012
1684,Hockey,hockey,W,Gold,NED,Hockey,2012
1685,Hockey,hockey,W,Silver,ARG,Hockey,2012
1686,Judo,- 48 kg,W,Bronze,BEL,Judo,2012
1687,Judo,- 48 kg,W,Bronze,HUN,Judo,2012
1688,Judo,- 48 kg,W,Gold,BRA,Judo,2012
1689,Judo,- 48 kg,W,Silver,ROU,Judo,2012
1690,Judo,- 60 kg,M,Bronze,BRA,Judo,2012
1691,Judo,- 60 kg,M,Bronze,UZB,Judo,2012
1692,Judo,- 60 kg,M,Gold,RUS,Judo,2012
1693,Judo,- 60 kg,M,Silver,JPN,Judo,2012
1694,Judo,+ 100kg,M,Bronze,BRA,Judo,2012
1695,Judo,+ 100kg,M,Bronze,GER,Judo,2012
1696,Judo,+ 100kg,M,Gold,FRA,Judo,2012
1697,Judo,+ 100kg,M,Silver,RUS,Judo,2012
1698,Judo,+ 78kg,W,Bronze,CHN,Judo,2012
1699,Judo,+ 78kg,W,Bronze,GBR,Judo,2012
1700,Judo,+ 78kg,W,Gold,CUB,Judo,2012
1701,Judo,+ 78kg,W,Silver,JPN,Judo,2012
1702,Judo,48 - 52kg,W,Bronze,FRA,Judo,2012
1703,Judo,48 - 52kg,W,Bronze,ITA,Judo,2012
1704,Judo,48 - 52kg,W,Gold,PRK,Judo,2012
1705,Judo,48 - 52kg,W,Silver,CUB,Judo,2012
1706,Judo,52 - 57kg,W,Bronze,FRA,Judo,2012
1707,Judo,52 - 57kg,W,Bronze,USA,Judo,2012
1708,Judo,52 - 57kg,W,Gold,JPN,Judo,2012
1709,Judo,52 - 57kg,W,Silver,ROU,Judo,2012
1710,Judo,57 - 63kg,W,Bronze,FRA,Judo,2012
1711,Judo,57 - 63kg,W,Bronze,JPN,Judo,2012
1712,Judo,57 - 63kg,W,Gold,SLO,Judo,2012
1713,Judo,57 - 63kg,W,Silver,CHN,Judo,2012
1714,Judo,60 - 66kg,M,Bronze,JPN,Judo,2012
1715,Judo,60 - 66kg,M,Bronze,KOR,Judo,2012
1716,Judo,60 - 66kg,M,Gold,GEO,Judo,2012
1717,Judo,60 - 66kg,M,Silver,HUN,Judo,2012
1718,Judo,63 - 70kg,W,Bronze,COL,Judo,2012
1719,Judo,63 - 70kg,W,Bronze,NED,Judo,2012
1720,Judo,63 - 70kg,W,Gold,FRA,Judo,2012
1721,Judo,63 - 70kg,W,Silver,GER,Judo,2012
1722,Judo,66 - 73kg,M,Bronze,FRA,Judo,2012
1723,Judo,66 - 73kg,M,Bronze,MGL,Judo,2012
1724,Judo,66 - 73kg,M,Gold,RUS,Judo,2012
1725,Judo,66 - 73kg,M,Silver,JPN,Judo,2012
1726,Judo,70 - 78kg,W,Bronze,BRA,Judo,2012
1727,Judo,70 - 78kg,W,Bronze,FRA,Judo,2012
1728,Judo,70 - 78kg,W,Gold,USA,Judo,2012
1729,Judo,70 - 78kg,W,Silver,GBR,Judo,2012
1730,Judo,73 - 81kg,M,Bronze,CAN,Judo,2012
1731,Judo,73 - 81kg,M,Bronze,RUS,Judo,2012
1732,Judo,73 - 81kg,M,Gold,KOR,Judo,2012
1733,Judo,73 - 81kg,M,Silver,GER,Judo,2012
1734,Judo,81 - 90kg,M,Bronze,GRE,Judo,2012
1735,Judo,81 - 90kg,M,Bronze,JPN,Judo,2012
1736,Judo,81 - 90kg,M,Gold,KOR,Judo,2012
1737,Judo,81 - 90kg,M,Silver,CUB,Judo,2012
1738,Judo,90 - 100kg,M,Bronze,GER,Judo,2012
1739,Judo,90 - 100kg,M,Bronze,NED,Judo,2012
1740,Judo,90 - 100kg,M,Gold,RUS,Judo,2012
1741,Judo,90 - 100kg,M,Silver,MGL,Judo,2012
1742,Modern Pentathlon,Individual,M,Bronze,HUN,Modern Pentathlon,2012
1743,Modern Pentathlon,Individual,M,Gold,CZE,Modern Pentathlon,2012
1744,Modern Pentathlon,Individual,M,Silver,CHN,Modern Pentathlon,2012
1745,Modern Pentathlon,Individual,W,Bronze,BRA,Modern Pentathlon,2012
1746,Modern Pentathlon,Individual,W,Gold,LTU,Modern Pentathlon,2012
1747,Modern Pentathlon,Individual,W,Silver,GBR,Modern Pentathlon,2012
1748,Rowing,coxless four,M,Bronze,USA,Rowing,2012
1749,Rowing,coxless four,M,Gold,GBR,Rowing,2012
1750,Rowing,coxless four,M,Silver,AUS,Rowing,2012
1751,Rowing,coxless pair,M,Bronze,GBR,Rowing,2012
1752,Rowing,coxless pair,M,Gold,NZL,Rowing,2012
1753,Rowing,coxless pair,M,Silver,FRA,Rowing,2012
1754,Rowing,coxless pair,W,Bronze,NZL,Rowing,2012
1755,Rowing,coxless pair,W,Gold,GBR,Rowing,2012
1756,Rowing,coxless pair,W,Silver,AUS,Rowing,2012
1757,Rowing,double sculls,M,Bronze,SLO,Rowing,2012
1758,Rowing,double sculls,M,Gold,NZL,Rowing,2012
1759,Rowing,double sculls,M,Silver,ITA,Rowing,2012
1760,Rowing,double sculls,W,Bronze,POL,Rowing,2012
1761,Rowing,double sculls,W,Gold,GBR,Rowing,2012
1762,Rowing,double sculls,W,Silver,AUS,Rowing,2012
1763,Rowing,eight with coxs,M,Bronze,GBR,Rowing,2012
1764,Rowing,eight with coxs,M,Gold,GER,Rowing,2012
1765,Rowing,eight with coxs,M,Silver,CAN,Rowing,2012
1766,Rowing,eight with coxs,W,Bronze,NED,Rowing,2012
1767,Rowing,eight with coxs,W,Gold,USA,Rowing,2012
1768,Rowing,eight with coxs,W,Silver,CAN,Rowing,2012
1769,Rowing,lightweight doubles,M,Bronze,NZL,Rowing,2012
1770,Rowing,lightweight doubles,M,Gold,DEN,Rowing,2012
1771,Rowing,lightweight doubles,M,Silver,GBR,Rowing,2012
1772,Rowing,lightweight four,M,Bronze,DEN,Rowing,2012
1773,Rowing,lightweight four,M,Gold,RSA,Rowing,2012
1774,Rowing,lightweight four,M,Silver,GBR,Rowing,2012
1775,Rowing,lightweight doubles,W,Bronze,GRE,Rowing,2012
1776,Rowing,lightweight doubles,W,Gold,GBR,Rowing,2012
1777,Rowing,lightweight doubles,W,Silver,CHN,Rowing,2012
1778,Rowing,quadruple scull,M,Bronze,AUS,Rowing,2012
1779,Rowing,quadruple scull,M,Gold,GER,Rowing,2012
1780,Rowing,quadruple scull,M,Silver,CRO,Rowing,2012
1781,Rowing,quadruple scull,W,Bronze,USA,Rowing,2012
1782,Rowing,quadruple scull,W,Gold,UKR,Rowing,2012
1783,Rowing,quadruple scull,W,Silver,GER,Rowing,2012
1784,Rowing,single sculls,M,Bronze,GBR,Rowing,2012
1785,Rowing,single sculls,M,Gold,NZL,Rowing,2012
1786,Rowing,single sculls,M,Silver,CZE,Rowing,2012
1787,Rowing,single sculls,W,Bronze,AUS,Rowing,2012
1788,Rowing,single sculls,W,Gold,CZE,Rowing,2012
1789,Rowing,single sculls,W,Silver,DEN,Rowing,2012
